Relation	Sentence	NER1	NER2
spouse	<e1>Elisabeth of Lorraine</e1> (9 October 1574 – 4 January 1635), was a Duchess and an Electress consort of Bavaria by marriage to <e2>Maximilian I, Elector of Bavaria</e2>.	PERSON	PERSON
spouse	By Margravine Johanna Elisabeth of Baden-Durlach, daughter of <e1>Frederick VI, Margrave of Baden-Durlach</e1>, and his wife <e2>Christina Magdalena of the Palatinate-Zweibrücken</e2>:	PERSON	PERSON
spouse	His mother Sarah Caffery Walker, was a niece of <e1>Rachel Jackson</e1>, the wife of <e2>Andrew Jackson</e2>.	PERSON	PERSON
spouse	Gaius was a son of <e2>Marcus Vipsanius Agrippa</e2> and <e1>Julia the Elder</e1>, daughter of Augustus.	PERSON	PERSON
spouse	<e1>Elisabeth Magdalena of Pomerania</e1> (14 June 1580 – 23 February 1649), was a Duchess consort of Courland by marriage to <e2>Friedrich Kettler</e2>.	PERSON	PERSON
spouse	In October 1991, Williamson officiated at the wedding of <e2>Elizabeth Taylor</e2> and <e1>Larry Fortensky</e1>.	PERSON	PERSON
spouse	Frederick was the younger son of the first Oldenburg King <e1>Christian I of Denmark</e1>, Norway and Sweden (1426–81) and of <e2>Dorothea of Brandenburg</e2> (1430–95).	PERSON	PERSON
spouse	On 5 September 2002, Agag married Ana Aznar Botella, the daughter of then Prime Minister <e1>José María Aznar</e1> and politician <e2>Ana Botella</e2>, at El Escorial in Madrid.	PERSON	PERSON
spouse	It was directed by <e1>Clare Peploe</e1>, produced by her husband <e2>Bernardo Bertolucci</e2>, and stars Mira Sorvino and Ben Kingsley.	PERSON	PERSON
spouse	Born to <e1>James Louis Sobieski</e1> and his wife <e2>Countess Palatine Hedwig Elisabeth of Neuburg</e2>, she was the couple's third daughter.	PERSON	PERSON
spouse	During this period he wrote to <e1>Natalia Sedova</e1>, <e2>Leon Trotsky</e2>'s widow about questions relating to the Soviet Union and the history of the Left Opposition.	PERSON	PERSON
spouse	<e1>Pilar Pallete</e1> (born September 3, 1928) is a Peruvian actress and the widow of the American actor <e2>John Wayne</e2>.	PERSON	PERSON
spouse	Semple was born Letitia "Letty" Christian Tyler to <e2>John Tyler</e2> (the son of John Tyler Sr.) and his first wife <e1>Letitia Christian Tyler</e1> on May 11, 1821 in Charles City County, Virginia.	PERSON	PERSON
spouse	He is the son of <e2>Najib Razak</e2> and his first wife, <e1>Tengku Puteri Zainah</e1> Tengku Eskandar ("Kui Yie").	PERSON	PERSON
spouse	Price performed at the wedding of <e2>Julia Roberts</e2> and <e1>Daniel Moder</e1> in Taos, New Mexico, on July 4, 2002.	PERSON	PERSON
spouse	He was born in Berlin to King <e1>Frederick I of Prussia</e1> and Princess <e2>Sophia Charlotte of Hanover</e2>.	PERSON	PERSON
spouse	<e2>Ptolemy XIII Theos Philopator</e2> (62 BCE–47 BCE) was a pharaoh of Egypt and member of the Ptolemaic dynasty, ruling alongside his older sister and wife <e1>Cleopatra VII</e1> from 51 BCE until his death.	PERSON	PERSON
spouse	The institute named after emperor <e2>Ashoka</e2> the great who was governor of emperor Chandragupta Maurya in Ujjain and vidisha (formally known Bhelsa and married to <e1>Devi</e1>, daughter of businessman of Vidisha.	PERSON	PERSON
spouse	The <e2>Elizabeth Taylor</e2> Diamond, formerly known as the Krupp Diamond, is a diamond that was bought by <e1>Richard Burton</e1> for his wife, Elizabeth Taylor in 1968.	PERSON	PERSON
spouse	<e1>Sophie, Duchess of Hohenberg</e1> (; ; 1 March 1868 – 28 June 1914) was the wife of <e2>Archduke Franz Ferdinand</e2> of Austria, the heir to the Austro-Hungarian throne.	PERSON	PERSON
spouse	<e2>Princess Helena of Nassau</e2> (; 18 August 183127 October 1888) was a daughter of William, Duke of Nassau, and consort of <e1>George Victor, Prince of Waldeck and Pyrmont</e1>.	PERSON	PERSON
spouse	The wife of King Oscar I of Sweden and Norway, Queen Joséphine of Leuchtenberg, was sister to <e1>Amélie of Leuchtenberg</e1>, wife of Emperor <e2>Pedro I of Brazil</e2>.	PERSON	PERSON
spouse	Lepida's former sister-in-law, <e1>Agrippina the Younger</e1>, became <e2>Claudius</e2>' new wife in 49 AD.	PERSON	PERSON
spouse	That same day, <e2>Björk</e2> gave birth to her and <e1>Þór Eldon</e1>'s son, Sindri Eldon.	PERSON	PERSON
spouse	<e1>Lucilla</e1> was over ten years his senior and held the rank of Augusta as the widow of her first husband, <e2>Lucius Verus</e2>.	PERSON	PERSON
spouse	The Menehune Mystery is a 32-page Disney comics story written and drawn by <e2>Carl Barks</e2>, and lettered by his wife <e1>Garé Barks</e1>.	PERSON	PERSON
spouse	<e1>Hagar</e1> gave birth to <e2>Abraham</e2>'s firstborn son Ishmael.	PERSON	PERSON
spouse	Li was the seventh daughter of <e2>Emperor Zhongzong of Tang</e2> and the second daughter of <e1>Empress Wei</e1>.	PERSON	PERSON
spouse	His cousin, <e1>Karin Seehofer</e1>, is married to Bavaria's former president and current German home secretary, <e2>Horst Seehofer</e2>.	PERSON	PERSON
spouse	<e1>Helena Kantakouzene</e1> (; 1333 – 10 December 1396) was the Empress consort of <e2>John V Palaiologos</e2> in the Byzantine Empire.	PERSON	PERSON
spouse	The filmmaker Simon Verhoeven is the son of international screen actress <e2>Senta Berger</e2> and BAFTA-wining + Oscar-nominated film director <e1>Michael Verhoeven</e1>.	PERSON	PERSON
spouse	The current King of Bhutan, <e2>Jigme Khesar Namgyel Wangchuck</e2>, married <e1>Jetsun Pema</e1>, who became Queen Jetsun Pema Wangchuck.	PERSON	PERSON
spouse	Mary was a daughter of King <e1>James II of Scotland</e1> and his Queen consort <e2>Mary of Guelders</e2>, and a sister of King James III of Scotland.	PERSON	PERSON
spouse	Era's pass by, Lord Vishnu takes incarnation as Lord <e2>Krishna</e2>, Chandrasena borns as <e1>Satyabhama</e1> and marries Krishna.	PERSON	PERSON
spouse	<e1>Matilda of Holstein</e1> or Mechthild (1220 or 1225 – 1288 in Kiel) was a Danish queen consort, married to King <e2>Abel of Denmark</e2> and later to Birger Jarl, Regent of Sweden.	PERSON	PERSON
spouse	The ads featured football champion <e2>Francesco Totti</e2> and his wife <e1>Ilary Blasi</e1> acting comedy roles (project managed by the 1861 United agency).	PERSON	PERSON
spouse	She was present during the visit of Vice President <e2>Richard Nixon</e2> and his wife <e1>Pat Nixon</e1>.	PERSON	PERSON
spouse	<e2>Prince William, Duke of Cambridge</e2>, who is Colonel of the Irish Guards, wore the uniform of the Irish Guards at his wedding to <e1>Catherine, Duchess of Cambridge</e1>.	PERSON	PERSON
spouse	Two notable women with the name "Parysatis" are: Parysatis, who was the wife of Darius II (), ("Dārayavahuš"), king of the Persian Empire and <e1>Parysatis II</e1>, the youngest daughter of Artaxerxes III of Persia, who was the wife of <e2>Alexander the Great</e2>.	PERSON	PERSON
spouse	The adopted son of <e1>Ray Brown</e1> and <e2>Ella Fitzgerald</e2>, he was born in New York City, to Fitzgerald's half-sister Frances.	PERSON	PERSON
spouse	Lord of Rameyen (1618–1655) was a son of the painter <e2>Peter Paul Rubens</e2> and <e1>Isabella Brant</e1>.	PERSON	PERSON
spouse	He was the son of the Emperor <e2>Maximian</e2> and his wife <e1>Eutropia</e1>.	PERSON	PERSON
spouse	<e1>Theodora</e1> (in Greek: Θεοδώρα; born c. 946) was Byzantine empress as the second wife of <e2>John I Tzimiskes</e2>.	PERSON	PERSON
spouse	Adolphe's half-sister, <e1>Sophia of Nassau</e1>, was the wife of <e2>Oscar II of Sweden</e2>.	PERSON	PERSON
spouse	Former occupants include <e2>Alexander Graham Bell</e2> and his wife <e1>Mabel Gardiner Hubbard</e1>, U.S. Vice President Levi P. Morton, the Embassy of Russia, and U.S. Secretary of State Elihu Root.	PERSON	PERSON
spouse	His father was <e1>Marcus Vipsanius Agrippa</e1>, one of Augustus' leading generals, and his mother was <e2>Julia the Elder</e2>, the daughter of Augustus and his second wife Scribonia.	PERSON	PERSON
spouse	His sister <e1>Nadira Naipaul</e1> is a former journalist and married to noted British-Trinidadian novelist and Nobel laureate <e2>V. S. Naipaul</e2> At the time of his death he was living with his wife in Bahria Town, Rawalpindi.	PERSON	PERSON
spouse	<e1>Imperial Noble Consort Quehui</e1> (1668 – 24 April 1743), of the Manchu Bordered Yellow Banner Tunggiya clan, was a consort of the <e2>Kangxi Emperor</e2>.	PERSON	PERSON
spouse	<e1>Charlotte of Hesse-Homburg</e1> ("Charlotte Dorothea Sophia"; 17 June 1672 – 29 August 1738) was a Duchess of Saxe-Weimar by marriage to <e2>Johann Ernst III, Duke of Saxe-Weimar</e2>.	PERSON	PERSON
spouse	In 1583 Sir <e2>Francis Drake</e2> married his second wife <e1>Elizabeth Sydenham</e1>, of nearby Combe Sydenham in the parish of Stogumber, at the church.	PERSON	PERSON
spouse	Edward was the seventh son of <e1>Æthelred the Unready</e1>, and the first by his second wife, <e2>Emma of Normandy</e2>.	PERSON	PERSON
spouse	Sagan is the son of astronomer <e2>Carl Sagan</e2> and biologist <e1>Lynn Margulis</e1>.	PERSON	PERSON
spouse	She was a daughter of <e2>Theodore I Laskaris</e2>, Emperor of Nicaea, and <e1>Anna Komnene Angelina</e1>.	PERSON	PERSON
spouse	The daughter of General Gustav Rauch, <e1>Rosalie von Rauch</e1> (1820–1879), married <e2>Prince Albert of Prussia</e2> (1809–1872).	PERSON	PERSON
spouse	<e1>Luise Erhard</e1> (formerly Luise Schuster; née Luise Lotter; 18 April 1893 – 9 July 1975) was a German economist and the wife of <e2>Ludwig Erhard</e2>, former Chancellor of the Federal Republic of Germany.	PERSON	PERSON
spouse	Sridhara, a commentator on the "Bhagavata Purana", identifies her with <e2>Krishna</e2>'s wife <e1>Rohini</e1>.	PERSON	PERSON
spouse	Charlotte married her first cousin Napoleon Louis, the second son of <e2>Louis Bonaparte</e2> and <e1>Hortense de Beauharnais</e1> on 23 July 1826.	PERSON	PERSON
spouse	She is the daughter of British author <e2>Roald Dahl</e2> and American actress <e1>Patricia Neal</e1>.	PERSON	PERSON
spouse	Starring American recording artist <e2>Britney Spears</e2> and her then-husband <e1>Kevin Federline</e1>, the five-episode series aired on UPN from May 17 to June 14, 2005.	PERSON	PERSON
spouse	Cossiga was born in Sassari by the future President of Italy <e2>Francesco Cossiga</e2> and his spouse, the pharmacist <e1>Giuseppa Sigurani</e1>.	PERSON	PERSON
spouse	The origin described above is also described for <e1>Emine Gülbahar Hatun</e1>, wife of <e2>Mehmed the Conqueror</e2>, mother of Sultan Bayezid II and the grandmother of Sultan Selim I.	PERSON	PERSON
spouse	In the first years of <e2>Claudius</e2>' reign, Claudius was married to the infamous Empress Valeria <e1>Messalina</e1>.	PERSON	PERSON
spouse	Please, Not Now! (original French title La Bride sur le cou, is a French comedy film released in 1961, directed by <e1>Roger Vadim</e1> and starring his former wife, <e2>Brigitte Bardot</e2>.	PERSON	PERSON
spouse	<e1>John Jay O'Connor</e1> III (January 10, 1930 – November 11, 2009) was an American lawyer and the husband of United States Supreme Court Associate Justice <e2>Sandra Day O'Connor</e2>, the first woman to serve on the court.	PERSON	PERSON
spouse	His father was also the maternal uncle of <e2>Saddam Hussein</e2>, whom would later marry Khairallah's sister, <e1>Sajida Talfah</e1>.	PERSON	PERSON
spouse	She was the daughter of <e2>Charles Frederick, Grand Duke of Saxe-Weimar-Eisenach</e2> and <e1>Grand Duchess Maria Pavlovna of Russia</e1>.	PERSON	PERSON
spouse	Chou worked as <e2>Chen Shui-bian</e2>'s legislative assistant from 1982 to 1985, and managed the successful 1986 electoral bid of Chen's wife <e1>Wu Shu-chen</e1>.	PERSON	PERSON
spouse	He was the adopted nephew of <e1>Plautia Urgulanilla</e1>, first wife of the emperor <e2>Claudius</e2>.	PERSON	PERSON
spouse	The Marriage of the Virgin is the subject in Christian art depicting the marriage of the <e2>Virgin Mary</e2> and Saint <e1>Joseph</e1>.	PERSON	PERSON
spouse	<e1>Eusebia</e1> (died 360, full name Flavia Aurelia Eusebia, sometimes known as Aurelia Eusebia) was the second wife of Emperor <e2>Constantius II</e2>.	PERSON	PERSON
spouse	Her paternal grandparents were <e2>Charles Louis, Hereditary Prince of Baden</e2> and <e1>Landgravine Amalie of Hesse-Darmstadt</e1>.	PERSON	PERSON
spouse	Her grandparents were <e2>Antiochus III the Great</e2> and <e1>Laodice III</e1>.	PERSON	PERSON
spouse	She was the youngest daughter of <e2>Louis IX of France</e2> and <e1>Margaret of Provence</e1>.	PERSON	PERSON
spouse	It is the birthplace of <e2>Mao Zedong</e2>'s second wife, <e1>Yang Kaihui</e1>.	PERSON	PERSON
spouse	On August 23, 2014, actors <e2>Angelina Jolie</e2> and <e1>Brad Pitt</e1> wed in Correns at Château Miraval in a private, nondenominational wedding.	PERSON	PERSON
spouse	<e1>Cecilia Renata of Austria</e1> (, ; 16 July 1611 – 24 March 1644) was Queen of Poland as the wife of King <e2>Władysław IV Vasa</e2>.	PERSON	PERSON
spouse	<e1>Élise Thiers</e1> (1818–1880) was the wife of the President of France <e2>Adolphe Thiers</e2>.	PERSON	PERSON
spouse	<e2>Irène Joliot-Curie</e2> (; 12 September 1897 – 17 March 1956) was a French chemist, physicist, and a politician of Polish ancestry, the daughter of Marie Curie and Pierre Curie, and the wife of <e1>Frédéric Joliot-Curie</e1>.	PERSON	PERSON
spouse	Immerwahr is the great-grandson of a cousin of <e2>Clara Immerwahr</e2>, the first wife of <e1>Fritz Haber</e1>, a German-Jewish chemist who developed techniques for synthesizing ammonia, and poison gas in WWI.	PERSON	PERSON
spouse	She is the younger daughter of U.S. President <e2>Lyndon B. Johnson</e2> and his wife, former First Lady <e1>Lady Bird Johnson</e1>.	PERSON	PERSON
spouse	Tsarevna Maria Alekseyevna (; 18 January 1660 - 9 March 1723) was a Russian Princess, daughter of Tsar <e2>Alexis of Russia</e2> and <e1>Maria Miloslavskaya</e1>, sister of Tsar Feodor III of Russia and Tsar Ivan V of Russia and half sister of Tsar Peter the Great.	PERSON	PERSON
spouse	She was a daughter of Pharaoh <e2>Senakhtenre Ahmose</e2> and Queen <e1>Tetisheri</e1>.	PERSON	PERSON
spouse	It was conceptualized as a loose parody of "", written by Charlotte Pence and illustrated by <e1>Karen Pence</e1> (<e2>Mike Pence</e2>'s daughter and wife, respectively).	PERSON	PERSON
spouse	His cousin, actress <e1>María Mercader</e1>, became the second wife of Italian film director <e2>Vittorio De Sica</e2>.	PERSON	PERSON
spouse	Jack Hemingway was born in Toronto, Ontario, Canada, the only child of American writer <e2>Ernest Hemingway</e2> and his first wife <e1>Hadley Richardson</e1>.	PERSON	PERSON
spouse	Corbulo's early career is unknown but he was suffect consul in 39 AD during the reign of <e2>Caligula</e2>, his brother-in-law through Caligula's marriage to Corbulo's half-sister <e1>Milonia Caesonia</e1>.	PERSON	PERSON
spouse	<e1>Khulan</e1> (c. 1164 – c. 1215) was an empress of <e2>Genghis Khan</e2> and head of the second Court of Genghis Khan.	PERSON	PERSON
spouse	He was born in Santiago in 1888, the son of President <e2>Germán Riesco</e2> and of First Lady <e1>María Errázuriz</e1> Echaurren.	PERSON	PERSON
spouse	This minor planet was named after <e1>Saskia van Uylenburgh</e1> (1612–1642), wife of renowned Dutch painter <e2>Rembrandt</e2> "(4511 Rembrandt)".	PERSON	PERSON
spouse	The seat includes the former family home of <e2>Catherine, Duchess of Cambridge</e2>, wife of <e1>Prince William, Duke of Cambridge</e1> in Bucklebury.	PERSON	PERSON
spouse	It shows <e1>Elisabeth of Valois</e1>, third wife of <e2>Philip II of Spain</e2>.	PERSON	PERSON
spouse	<e1>Catherine of Bulgaria</e1> ( ; died after 1059) was Empress-consort to Byzantine emperor <e2>Isaac I Komnenos</e2> and co-regent of Constantine X for a period after the abdication of her spouse in 1059.	PERSON	PERSON
spouse	Maximus was the great-grandfather of <e1>Bruttia Crispina</e1>, who married the emperor <e2>Commodus</e2>.	PERSON	PERSON
spouse	Triton was the son of <e2>Poseidon</e2> and <e1>Amphitrite</e1> according to Hesiod's "Theogony".	PERSON	PERSON
spouse	According to the Book of Genesis, <e2>Abraham</e2> married <e1>Keturah</e1> after the death of his first wife, Sarah.	PERSON	PERSON
spouse	While living there Bishop made the acquaintance of <e1>Pauline Pfeiffer</e1> Hemingway, who had divorced <e2>Ernest Hemingway</e2> in 1940.	PERSON	PERSON
spouse	He was the first child of William, Prince of Wied (1845–1907; son of Hermann, Prince of Wied and Princess Marie of Nassau) and his wife, Princess Marie of the Netherlands (1841–1910; daughter of <e1>Prince Frederick of the Netherlands</e1> and his wife <e2>Princess Louise of Prussia</e2>).	PERSON	PERSON
spouse	He was a former boyfriend of actress and <e2>Silvio Berlusconi</e2>’s soon-to-be wife <e1>Veronica Lario</e1>.	PERSON	PERSON
spouse	<e2>Prince William, Duke of Cambridge</e2>, and <e1>Catherine, Duchess of Cambridge</e1>, visited the Solomon Islands and Tuvalu.	PERSON	PERSON
spouse	<e2>Henry Fonda</e2> met his second wife, <e1>Frances Ford Seymour</e1>, mother of Jane and Peter Fonda, on the set at Denham.	PERSON	PERSON
spouse	In a version sung by <e2>Judi Dench</e2> it also became the theme song of "A Fine Romance", a British television series starring Dench and her husband <e1>Michael Williams</e1>.	PERSON	PERSON
spouse	Peter Antonovich of Brunswick-Lüneburg (1745–1798), was the second son of <e2>Duke Anthony Ulrich of Brunswick</e2> and Grand Duchess <e1>Anna Leopoldovna</e1> of Russia, and younger brother of Ivan VI.	PERSON	PERSON
spouse	Coppola was born in Los Angeles, California, the son of set decorator/artist <e1>Eleanor Coppola</e1> (née Neil) and famed film director <e2>Francis Ford Coppola</e2>.	PERSON	PERSON
spouse	<e1>Hagar</e1> conceived Ishmael from <e2>Abraham</e2>, and the Ishmaelites descend from him.	PERSON	PERSON
spouse	Margarete Sophie married Duke Albrecht of Württemberg, eldest child of <e2>Duke Philipp of Württemberg</e2> and his wife <e1>Archduchess Maria Theresa of Austria</e1>, on 24 January 1893 in Vienna, Austria–Hungary.	PERSON	PERSON
spouse	QV75 is the tomb of <e1>Henutmire</e1>, likely the daughter (or sister) and Great Wife of <e2>Ramesses II</e2>, in Egypt's Valley of the Queens.	PERSON	PERSON
spouse	Khadija is a given name, the name of <e2>Khadija bint Khuwaylid</e2>, first wife of <e1>Muhammad</e1>.	PERSON	PERSON
spouse	It is dedicated to Sri <e2>Krishna</e2> and his consort <e1>Rukmini</e1>.	PERSON	PERSON
original_language_of_film_or_TV_show	It is a remake of the <e2>French</e2> film "<e1>The Last Adventure</e1>" (1967).	WORK_OF_ART	LANGUAGE
original_language_of_film_or_TV_show	<e1>Don't Forget You're Going to Die</e1> (, ) is a 1995 <e2>French</e2> drama film directed, co-written by and starring Xavier Beauvois.	WORK_OF_ART	LANGUAGE
original_language_of_film_or_TV_show	<e1>Bye, See You Monday</e1> () is a 1979 <e2>French</e2>-Canadian drama film directed by Maurice Dugowson.	WORK_OF_ART	LANGUAGE
original_language_of_film_or_TV_show	<e1>Picnic on the Grass</e1> () is a 1959 <e2>French</e2> comedy film written and directed by Jean Renoir, starring Paul Meurisse, Fernand Sardou and Catherine Rouvel.	WORK_OF_ART	LANGUAGE
original_language_of_film_or_TV_show	<e1>Les Fugitifs</e1> is a <e2>French</e2> 1986 comedy film, directed by Francis Veber.	WORK_OF_ART	LANGUAGE
original_language_of_film_or_TV_show	It was inspired by François Truffaut's <e2>French</e2> film "<e1>The Bride Wore Black</e1>" which was based on Cornell Woolrich's novel of the same name.	WORK_OF_ART	LANGUAGE
original_language_of_film_or_TV_show	<e1>Father of My Children</e1> () is a 2009 <e2>French</e2> drama film directed by Mia Hansen-Løve.	WORK_OF_ART	LANGUAGE
original_language_of_film_or_TV_show	<e1>Tower of Lust</e1> () is a 1955 <e2>French</e2> / Italian drama film directed by Abel Gance.	WORK_OF_ART	LANGUAGE
original_language_of_film_or_TV_show	<e1>The Count of Monte Cristo</e1> (a.k.a. "Le Comte de Monte Cristo") is a <e2>French</e2>-Italian four-part miniseries based on the 1844 novel "The Count of Monte Cristo" by Alexandre Dumas père.	WORK_OF_ART	LANGUAGE
original_language_of_film_or_TV_show	<e1>La fille du torrent</e1> (<e2>French</e2> for "The daughter of the torrent") is a 1962 French comedy-drama film written and directed by Hans Herwig.	WORK_OF_ART	LANGUAGE
original_language_of_film_or_TV_show	<e1>Au diable la vertu</e1> (), is a <e2>French</e2> comedy film from 1954, directed by Jean Laviron, written by François Chalais, starring Henri Génès and Louis de Funès.	WORK_OF_ART	LANGUAGE
original_language_of_film_or_TV_show	<e1>Goodbye Leonard</e1> (<e2>French</e2>: Adieu Léonard) is a 1943 French comedy film directed by Pierre Prévert and starring Charles Trenet, Pierre Brasseur and Julien Carette.	WORK_OF_ART	LANGUAGE
original_language_of_film_or_TV_show	<e1>The Agony of the Eagles</e1> (<e2>French</e2>: L'agonie des aigles) is a 1922 French silent historical film directed by Dominique Bernard-Deschamps and Julien Duvivier and starring Gaby Morlay, Gilbert Dalleu and Séverin-Mars.	WORK_OF_ART	LANGUAGE
original_language_of_film_or_TV_show	<e1>Bye Bye Blondie</e1> is a 2012 <e2>French</e2> comedy film directed by Virginie Despentes.	WORK_OF_ART	LANGUAGE
original_language_of_film_or_TV_show	The Marriages of <e1>Mademoiselle</e1> Levy (<e2>French</e2>: Les mariages de Mademoiselle Lévy) is a 1936 French comedy film directed by André Hugon and starring Yvette Lebon, Charles Lamy and Pierre Mingand.	WORK_OF_ART	LANGUAGE
original_language_of_film_or_TV_show	<e1>Le Pont du Nord</e1> is a 1981 <e2>French</e2> film directed by Jacques Rivette.	WORK_OF_ART	LANGUAGE
original_language_of_film_or_TV_show	Among his <e2>French</e2> films were "The Lovers" ("Les Amants", 1958), directed by Louis Malle, and Jean-Luc Godard's "<e1>Détective</e1>" (1985).	WORK_OF_ART	LANGUAGE
original_language_of_film_or_TV_show	Vox Sola is noted for referencing the <e2>French</e2> film "<e1>The Wages of Fear</e1>", which is described as classic film.	WORK_OF_ART	LANGUAGE
original_language_of_film_or_TV_show	<e1>Sarati the Terrible</e1> (<e2>French</e2>: Sarati, le terrible) is a 1937 French drama film directed by André Hugon and starring Harry Baur, George Rigaud and Jacqueline Laurent.	WORK_OF_ART	LANGUAGE
original_language_of_film_or_TV_show	<e1>Amélie</e1> is the soundtrack to the 2001 <e2>French</e2> film "Amélie".	WORK_OF_ART	LANGUAGE
original_language_of_film_or_TV_show	<e1>Bonheur</e1>, impair et passe is a 1977 <e2>French</e2> television film directed by Roger Vadim starring Danielle Darrieux.	WORK_OF_ART	LANGUAGE
original_language_of_film_or_TV_show	Tellier has composed and performed original scores for three <e2>French</e2> films: "<e1>Narco</e1>" (2004), "Saint-Amour" and "Marie et les naufragés" (2016).	WORK_OF_ART	LANGUAGE
original_language_of_film_or_TV_show	Quasimodo d'El Paris is a 1999 <e2>French</e2> film that is a comedic adaptation of the 1831 novel "<e1>The Hunchback of Notre Dame</e1>" ("Notre-Dame de Paris") by Victor Hugo.	WORK_OF_ART	LANGUAGE
original_language_of_film_or_TV_show	<e1>The Red Balloon</e1> () is a 1956 <e2>French</e2> fantasy comedy-drama featurette written, produced, and directed by Albert Lamorisse.	WORK_OF_ART	LANGUAGE
original_language_of_film_or_TV_show	<e1>He Who Must Die</e1> ( is a 1957 <e2>French</e2> film directed by Jules Dassin.	WORK_OF_ART	LANGUAGE
original_language_of_film_or_TV_show	Bel Geddes began her film career starring with Henry Fonda in "The Long Night" (1947), a remake of the 1939 <e2>French</e2> film "<e1>Le Jour Se Lève</e1>".	WORK_OF_ART	LANGUAGE
original_language_of_film_or_TV_show	Previously hosted by Mike Bongiorno, the show was hosted by Enrico Papi on Italia 1, and featured Victoria Silvstedt from the <e2>French</e2> version of the show, <e1>La Roue</e1> de la Fortune.	WORK_OF_ART	LANGUAGE
original_language_of_film_or_TV_show	Just Visiting is a 2001 comedy film that is an American remake of the <e2>French</e2> film "<e1>Les Visiteurs</e1>".	WORK_OF_ART	LANGUAGE
original_language_of_film_or_TV_show	<e1>Sentimental Destinies</e1> () is a 2000 <e2>French</e2> drama film directed by Olivier Assayas.	WORK_OF_ART	LANGUAGE
original_language_of_film_or_TV_show	<e1>The Count of Monte Cristo</e1> is a 1961 <e2>French</e2>-Italian film version of Alexandre Dumas' 1844 novel directed by Claude Autant-Lara.	WORK_OF_ART	LANGUAGE
original_language_of_film_or_TV_show	The <e1>ONDAR Show</e1> () is a <e2>French</e2> sketch comedy television programme.	WORK_OF_ART	LANGUAGE
original_language_of_film_or_TV_show	Run Away Mr. Perle (<e2>French</e2> title <e1>La Fugue de Monsieur Perle</e1>) is a French comedy film from 1952, directed by Pierre Gaspard-Huit, written by Loïc Le Gouriadec, starring Noël-Noël and featuring Louis de Funès.	WORK_OF_ART	LANGUAGE
original_language_of_film_or_TV_show	<e1>Happily Ever After</e1> (; Translation: "They married and had many children") is a 2004 <e2>French</e2> comedy drama film.	WORK_OF_ART	LANGUAGE
original_language_of_film_or_TV_show	<e1>Benito Cereno</e1> is a 1969 <e2>French</e2> film directed by Serge Roullet.	WORK_OF_ART	LANGUAGE
original_language_of_film_or_TV_show	The Discoverers) is a <e2>French</e2> animated TV series from 1994, as part of the "<e1>Once Upon a Time...</e1>"	WORK_OF_ART	LANGUAGE
original_language_of_film_or_TV_show	<e1>La Putain respectueuse</e1> ("The Respectful Prostitute") is a <e2>French</e2> drama film from 1952, directed by Marcello Pagliero and Charles Brabant, written by Alexandre Astruc, starring Barbara Laage and Louis de Funès.	WORK_OF_ART	LANGUAGE
original_language_of_film_or_TV_show	<e1>Partir, revenir</e1> is a 1985 <e2>French</e2> film directed by Claude Lelouch.	WORK_OF_ART	LANGUAGE
original_language_of_film_or_TV_show	<e1>Sept hommes et une garce</e1> () is a <e2>French</e2> adventure film from 1967.	WORK_OF_ART	LANGUAGE
original_language_of_film_or_TV_show	<e1>Snow White: The Sequel</e1> () is a 2007 Belgian/<e2>French</e2>/British adult animated comedy film directed by Picha.	WORK_OF_ART	LANGUAGE
original_language_of_film_or_TV_show	She is best known for her starring role as Commissaire <e1>Julie Lescaut</e1> in the <e2>French</e2> police drama series "Julie Lescaut" which ran from 1992 - 2013.	WORK_OF_ART	LANGUAGE
original_language_of_film_or_TV_show	<e1>Inspector Blunder</e1> () is a 1980 <e2>French</e2> comedy film directed by Claude Zidi.	WORK_OF_ART	LANGUAGE
original_language_of_film_or_TV_show	<e1>Coplan Saves His Skin</e1> (, ) is a 1968 <e2>French</e2>-Italian Francis Coplan Eurospy film directed by Yves Boisset (at his directorial debut) and starring Claudio Brook.	WORK_OF_ART	LANGUAGE
original_language_of_film_or_TV_show	<e1>Monsieur Hire</e1> () is a 1989 <e2>French</e2> crime drama film directed by Patrice Leconte and starring Michel Blanc in the title role and Sandrine Bonnaire as the object of Hire's affection.	WORK_OF_ART	LANGUAGE
original_language_of_film_or_TV_show	<e1>Flesh and the Woman</e1> () is a 1954 <e2>French</e2>-Italian drama film directed by Robert Siodmak.	WORK_OF_ART	LANGUAGE
original_language_of_film_or_TV_show	Two modern <e2>French</e2> film classics particularly capture the idyllic qualities of Provence: "<e1>Jean de Florette</e1>" and its sequel "Manon des Sources".	WORK_OF_ART	LANGUAGE
original_language_of_film_or_TV_show	<e1>Bouillon de culture</e1> was a weekly, cultural, prime-time, talk show on <e2>French</e2> television created and hosted by Bernard Pivot.	WORK_OF_ART	LANGUAGE
original_language_of_film_or_TV_show	<e1>Entente cordiale</e1> is a 1939 <e2>French</e2> drama film directed by Marcel L'Herbier and starring Gaby Morlay, Victor Francen and Pierre Richard-Willm.	WORK_OF_ART	LANGUAGE
original_language_of_film_or_TV_show	<e1>Gainsbourg</e1>: A Heroic Life (original title: Gainsbourg (Vie héroïque)) is a 2010 <e2>French</e2> drama film written and directed by Joann Sfar.	WORK_OF_ART	LANGUAGE
